age,gender,exercise_name,sets,reps,weight,frequency,protein,calories,sleep,experience,target_muscle_group,type,body_fat_percentage,cardio_minutes_per_week,maintenance_calories,muscle_size_cm2,definition_score
54,M,Pike Push-ups,4,11,115,5,151,2128,8.2,Intermediate,Shoulders,Compound,20.9,174,2753,27.4,3.4
19,M,Cable Rows,3,11,33,3,128,2347,7.3,Beginner,Back,Isolation,15.0,205,2651,16.1,4.4
26,M,Pec Deck,3,13,51,3,183,2123,7.0,Advanced,Chest,Isolation,18.1,248,2536,31.3,4.5
19,F,Close-Grip Bench Press,3,10,57,3,132,1206,6.3,Intermediate,Arms,Compound,31.1,87,1975,18.4,1.7
27,F,Cable Crossovers,4,8,37,5,122,1932,7.3,Intermediate,Chest,Isolation,31.9,164,2367,16.1,1.2
51,F,Squats,4,10,97,4,135,1244,7.0,Intermediate,Legs,Compound,20.2,107,1963,19.2,3.5
21,M,Lat Pulldowns,4,7,78,4,158,2492,7.5,Beginner,Back,Compound,15.7,191,2968,24.6,4.2
37,F,T-Bar Rows,4,9,104,3,104,1521,6.8,Advanced,Back,Compound,29.9,87,2312,32.5,2.5
34,M,Pike Push-ups,3,6,49,3,178,2175,6.2,Beginner,Shoulders,Compound,14.9,262,2916,18.2,4.5
26,M,Front Raises,4,9,48,5,141,2456,6.2,Beginner,Shoulders,Isolation,24.2,91,2785,26.7,2.4
29,F,Tricep Extensions,3,9,33,5,110,1467,8.9,Intermediate,Arms,Isolation,23.4,80,1965,27.8,3.0
27,F,Chin-ups,4,9,56,5,148,1632,7.9,Intermediate,Arms,Compound,29.7,217,2308,20.0,2.1
28,M,Pull-ups,5,10,105,4,192,1555,7.5,Beginner,Back,Compound,24.5,264,2343,34.2,2.9
49,M,Barbell Rows,3,6,113,5,129,1862,6.6,Advanced,Back,Compound,14.5,104,2331,37.0,5.0
52,M,Lat Pulldowns,4,7,97,4,144,2161,6.6,Intermediate,Back,Compound,24.1,279,2613,42.5,3.2
20,M,Arnold Press,3,9,76,5,154,2223,6.9,Beginner,Shoulders,Compound,22.4,262,2475,20.6,3.0
21,F,Pike Push-ups,3,10,112,3,147,1267,7.0,Intermediate,Shoulders,Compound,31.1,136,1876,21.2,1.6
36,M,T-Bar Rows,3,7,112,3,134,1790,6.9,Intermediate,Back,Compound,19.4,211,2341,21.2,3.7
30,F,Pike Push-ups,3,9,55,4,148,2001,7.1,Advanced,Shoulders,Compound,21.4,108,2263,32.2,3.7
50,F,Pec Deck,3,14,56,4,137,1415,7.6,Advanced,Chest,Isolation,23.9,134,1863,33.7,3.0
42,M,Cable Crossovers,3,9,37,3,180,1535,6.5,Beginner,Chest,Isolation,18.6,235,2254,29.4,4.2
32,M,Incline Barbell Bench Press,3,6,96,5,124,2388,8.1,Intermediate,Chest,Compound,23.7,179,3170,24.0,2.8
52,F,Pec Deck,4,9,37,5,115,2060,8.7,Beginner,Chest,Isolation,21.5,214,2268,20.1,2.9
34,M,Lunges,4,9,72,5,129,2284,7.8,Advanced,Legs,Compound,22.3,292,2839,52.8,3.7
28,F,Close-Grip Bench Press,3,8,103,3,149,1215,7.1,Intermediate,Arms,Compound,25.5,175,1925,21.7,2.6
31,M,Overhead Press,4,11,89,3,133,2129,7.2,Intermediate,Shoulders,Compound,18.9,148,2585,42.0,4.6
43,M,Arnold Press,5,7,111,5,133,2133,6.7,Intermediate,Shoulders,Compound,17.9,152,2779,35.8,4.2
49,F,Chin-ups,5,10,50,5,109,1318,9.0,Intermediate,Arms,Compound,21.6,132,1814,15.1,3.4
45,M,Deadlifts,5,6,109,3,163,2599,7.8,Beginner,Legs,Compound,16.2,79,3173,22.2,4.1
24,M,Leg Extensions,3,14,35,3,195,1663,6.0,Intermediate,Legs,Isolation,17.4,184,2255,42.0,4.6
39,F,Incline Barbell Bench Press,5,7,110,4,105,2154,6.5,Intermediate,Chest,Compound,19.0,91,2383,22.2,3.7
26,F,Leg Extensions,4,8,49,5,105,1186,7.3,Advanced,Legs,Isolation,27.2,156,1895,31.9,2.5
36,M,Pike Push-ups,4,9,112,3,157,1930,8.6,Advanced,Shoulders,Compound,15.5,184,2667,50.7,5.0
26,M,Barbell Rows,5,9,90,5,143,1611,8.9,Intermediate,Back,Compound,21.8,297,2348,23.3,3.4
53,M,Squats,5,8,41,3,168,1990,6.3,Intermediate,Legs,Compound,22.1,205,2288,30.2,3.3
20,M,Reverse Flyes,4,14,24,4,168,2165,6.9,Beginner,Back,Isolation,24.1,64,2533,31.3,2.5
24,F,Deadlifts,3,9,66,5,116,1681,6.0,Intermediate,Legs,Compound,30.6,106,2124,29.2,2.1
30,M,Barbell Bench Press,4,7,82,3,129,2532,8.7,Intermediate,Chest,Compound,24.6,215,3060,42.4,3.0
20,M,Diamond Push-ups,3,11,78,5,145,2142,8.4,Beginner,Arms,Compound,24.6,216,2406,31.1,2.6
39,M,Cable Rows,3,10,25,4,189,2180,7.0,Intermediate,Back,Isolation,24.8,90,2584,26.4,2.4
44,M,Diamond Push-ups,4,7,69,3,132,1803,9.0,Intermediate,Arms,Compound,16.2,92,2259,28.9,4.6
43,M,Barbell Bench Press,5,6,51,3,125,2279,7.5,Advanced,Chest,Compound,22.7,219,2927,39.8,3.6
20,M,Barbell Bench Press,3,6,115,4,162,2586,7.4,Intermediate,Chest,Compound,20.3,268,2842,29.1,3.4
32,F,Pull-ups,3,11,115,3,124,1506,8.1,Intermediate,Back,Compound,27.4,153,2181,15.1,2.3
39,M,Dumbbell Bench Press,3,10,85,3,199,1985,7.6,Advanced,Chest,Compound,19.5,171,2657,29.7,4.3
34,M,Front Raises,3,13,49,3,138,2800,6.5,Intermediate,Shoulders,Isolation,18.1,213,3121,31.4,4.1
45,M,Squats,5,10,119,5,191,1575,7.3,Intermediate,Legs,Compound,18.2,264,2201,41.2,4.2
41,M,Deadlifts,4,10,41,4,194,1699,6.3,Intermediate,Legs,Compound,13.2,139,2441,34.7,4.7
24,M,Hammer Curls,3,10,40,4,168,2057,7.9,Beginner,Arms,Isolation,19.0,71,2818,32.2,4.0
22,M,Incline Barbell Bench Press,5,10,115,3,140,2481,7.6,Intermediate,Chest,Compound,16.3,239,2732,32.4,4.4
49,F,Squats,5,6,106,4,122,1655,7.4,Beginner,Legs,Compound,23.5,245,1983,20.3,2.5
18,F,Leg Extensions,4,8,28,4,121,1841,8.1,Intermediate,Legs,Isolation,21.9,144,2216,18.4,3.3
21,M,Pike Push-ups,3,10,99,5,180,1947,6.8,Beginner,Shoulders,Compound,17.7,236,2648,26.7,4.3
31,F,Overhead Press,3,10,108,4,130,1568,7.2,Intermediate,Shoulders,Compound,29.7,264,1879,28.0,2.2
41,M,Reverse Flyes,3,12,46,3,188,2617,7.8,Advanced,Back,Isolation,16.5,247,2936,37.4,5.0
39,M,Squats,3,9,111,5,123,2827,6.4,Beginner,Legs,Compound,14.8,285,3147,21.4,4.2
18,M,Close-Grip Bench Press,5,7,101,5,161,2488,8.2,Intermediate,Arms,Compound,24.1,132,2699,35.2,2.7
43,M,Rear Delt Flyes,4,8,27,4,140,2508,7.4,Intermediate,Shoulders,Isolation,16.6,251,2910,38.2,4.8
37,F,Arnold Press,3,7,109,3,137,1339,7.8,Advanced,Shoulders,Compound,30.2,146,1888,23.3,2.3
43,M,Barbell Bench Press,4,7,76,5,150,2420,8.7,Advanced,Chest,Compound,15.3,147,3000,39.9,5.0
39,M,Close-Grip Bench Press,5,8,91,3,138,2218,6.0,Advanced,Arms,Compound,21.2,260,2695,42.7,4.1
25,M,Pec Deck,4,9,32,3,173,1894,7.1,Advanced,Chest,Isolation,17.8,84,2538,42.3,4.9
36,M,Pec Deck,4,14,52,3,197,2210,6.5,Intermediate,Chest,Isolation,16.2,148,2846,42.6,5.0
39,M,Overhead Press,3,8,72,3,169,1774,8.7,Intermediate,Shoulders,Compound,21.7,292,2413,28.0,3.3
46,F,Front Raises,3,14,44,4,122,1271,8.7,Intermediate,Shoulders,Isolation,22.6,136,2036,24.0,3.0
51,M,Chin-ups,4,10,82,3,178,2183,6.6,Intermediate,Arms,Compound,20.3,176,2847,38.9,3.9
24,F,Barbell Bench Press,4,7,55,3,112,1730,6.5,Advanced,Chest,Compound,22.4,106,2006,23.4,3.5
35,M,Lunges,5,8,110,5,186,1473,8.3,Intermediate,Legs,Compound,24.5,134,2214,38.7,2.8
18,M,Lateral Raises,3,10,59,4,155,2239,6.8,Advanced,Shoulders,Isolation,23.5,220,2919,28.2,3.0
31,M,Diamond Push-ups,5,6,92,3,179,2553,6.4,Intermediate,Arms,Compound,12.4,129,2917,21.2,5.0
30,M,Leg Extensions,4,14,25,3,170,2076,8.4,Intermediate,Legs,Isolation,13.4,145,2382,24.4,4.6
25,M,Pull-ups,4,9,95,4,170,1789,7.8,Intermediate,Back,Compound,19.3,84,2422,41.9,4.0
19,F,Chin-ups,3,11,100,4,117,1078,7.8,Beginner,Arms,Compound,29.4,259,1869,17.3,1.7
24,M,Leg Curls,4,12,49,5,190,2573,8.8,Intermediate,Legs,Isolation,13.3,257,2913,29.5,4.6
42,M,Squats,5,8,99,3,122,1952,6.6,Intermediate,Legs,Compound,17.2,87,2459,27.3,4.6
40,M,Squats,3,9,69,4,146,1667,7.2,Beginner,Legs,Compound,24.8,174,2243,18.5,2.1
50,M,Leg Press,4,6,78,5,173,2629,8.6,Intermediate,Legs,Compound,20.1,135,3073,34.7,4.1
21,M,Squats,5,10,101,3,197,2064,6.7,Intermediate,Legs,Compound,14.7,72,2581,30.3,4.5
19,M,Pull-ups,3,11,81,3,134,2843,6.9,Advanced,Back,Compound,23.3,294,3102,30.9,3.1
30,M,Pull-ups,3,11,71,4,137,2425,6.0,Advanced,Back,Compound,15.8,67,3081,36.3,5.0
24,F,T-Bar Rows,3,9,45,4,110,1152,7.6,Advanced,Back,Compound,25.6,151,1825,27.6,2.8
30,F,Dumbbell Bench Press,5,9,84,4,127,1788,8.1,Intermediate,Chest,Compound,22.4,196,2346,20.9,3.0
38,F,Squats,5,10,119,3,122,1800,8.4,Intermediate,Legs,Compound,21.8,243,2302,18.3,3.1
20,M,Lat Pulldowns,3,9,110,5,139,2365,6.9,Intermediate,Back,Compound,22.0,126,2615,35.2,3.6
44,M,Calf Raises,4,8,33,5,148,1760,7.1,Beginner,Legs,Isolation,21.5,267,2404,17.9,2.7
27,M,Deadlifts,4,8,68,4,138,2213,8.1,Intermediate,Legs,Compound,23.8,97,2875,23.6,3.1
33,M,Diamond Push-ups,3,9,44,5,149,2448,7.3,Advanced,Arms,Compound,12.5,213,3188,28.5,5.0
47,M,Squats,3,6,116,5,188,2217,8.3,Beginner,Legs,Compound,18.7,214,2637,34.1,3.9
37,M,Deadlifts,4,10,115,5,169,2320,6.8,Intermediate,Legs,Compound,15.9,139,2713,41.0,4.7
40,F,Leg Curls,3,11,34,3,123,1609,8.0,Beginner,Legs,Isolation,27.6,200,2313,20.6,1.9
25,M,Pull-ups,4,10,91,5,153,2881,8.3,Intermediate,Back,Compound,23.6,130,3141,31.4,3.2
35,M,Pike Push-ups,4,7,66,5,184,2465,8.8,Advanced,Shoulders,Compound,23.1,85,2856,50.2,3.7
50,M,Pike Push-ups,3,6,71,5,182,2011,7.1,Advanced,Shoulders,Compound,23.3,195,2211,24.9,3.0
42,M,Lateral Raises,4,10,21,3,136,2188,7.7,Advanced,Shoulders,Isolation,17.6,157,2727,27.7,4.3
50,F,Face Pulls,3,9,43,3,116,1842,8.2,Intermediate,Back,Isolation,21.5,260,2306,27.5,3.5
50,M,Deadlifts,3,11,65,5,122,2270,6.6,Advanced,Legs,Compound,15.1,250,2543,30.9,5.0
43,F,T-Bar Rows,4,7,89,4,142,2086,8.0,Intermediate,Back,Compound,29.2,81,2327,15.7,1.7
19,F,Cable Rows,3,14,55,3,144,1953,6.1,Intermediate,Back,Isolation,25.4,157,2213,17.6,2.6
19,M,Overhead Press,3,11,66,4,180,1901,6.1,Intermediate,Shoulders,Compound,13.7,121,2407,39.8,5.0
23,M,Pike Push-ups,5,9,113,4,189,2761,8.0,Advanced,Shoulders,Compound,15.3,118,3131,33.6,5.0
51,M,Overhead Press,5,6,107,4,138,2274,6.6,Advanced,Shoulders,Compound,13.2,294,2481,52.1,5.0
42,F,Barbell Rows,5,6,100,4,130,1294,6.4,Intermediate,Back,Compound,21.1,109,1809,15.0,3.1
43,M,Pike Push-ups,5,6,57,3,193,2179,6.8,Intermediate,Shoulders,Compound,15.8,251,2724,36.9,5.0
42,M,Leg Curls,4,11,40,5,131,2080,8.8,Beginner,Legs,Isolation,21.9,241,2577,19.5,2.7
52,M,Pike Push-ups,3,6,71,3,188,1613,7.9,Beginner,Shoulders,Compound,24.7,77,2258,27.6,2.2
41,F,Leg Press,5,9,67,4,135,1690,6.3,Intermediate,Legs,Compound,23.0,76,2043,25.3,3.3
25,F,Chin-ups,5,9,59,3,140,1577,6.2,Beginner,Arms,Compound,28.6,181,2103,14.2,1.4
24,M,Barbell Bench Press,4,10,48,5,138,2157,8.5,Advanced,Chest,Compound,14.1,263,2855,43.5,5.0
30,F,Lunges,4,8,79,4,140,1641,7.5,Intermediate,Legs,Compound,29.0,145,1977,21.6,1.8
29,M,Arnold Press,5,7,65,3,137,2503,7.2,Advanced,Shoulders,Compound,21.9,146,3025,53.8,3.8
42,F,Incline Barbell Bench Press,3,8,92,3,138,1066,6.5,Advanced,Chest,Compound,19.8,128,1839,26.9,4.3
21,F,Overhead Press,5,7,72,5,146,1860,8.6,Intermediate,Shoulders,Compound,29.0,221,2167,21.9,2.0
31,F,Overhead Press,3,11,98,3,124,1224,6.7,Advanced,Shoulders,Compound,28.7,193,1823,26.8,2.4
21,F,Pike Push-ups,4,6,118,4,149,1541,6.9,Intermediate,Shoulders,Compound,26.7,198,1898,26.8,2.2
52,M,Hammer Curls,4,13,58,3,170,2043,7.8,Intermediate,Arms,Isolation,19.6,193,2480,28.1,4.3
36,F,Pike Push-ups,3,10,93,4,144,1594,7.6,Advanced,Shoulders,Compound,26.3,290,2174,30.7,2.9
23,M,Dumbbell Bench Press,5,8,99,4,127,2100,8.2,Intermediate,Chest,Compound,16.9,283,2507,32.7,4.5
31,M,Overhead Press,3,10,93,5,127,2540,8.6,Advanced,Shoulders,Compound,22.2,275,3148,36.6,3.6
20,M,Overhead Press,3,7,100,4,165,2595,8.6,Advanced,Shoulders,Compound,12.9,201,2936,44.1,5.0
35,M,Pec Deck,3,9,49,3,127,2179,8.9,Beginner,Chest,Isolation,17.7,282,2855,29.9,4.3
31,F,Overhead Press,4,9,59,3,128,1554,8.0,Intermediate,Shoulders,Compound,25.3,290,2031,21.6,2.8
39,M,Front Raises,4,12,55,4,195,2214,8.4,Beginner,Shoulders,Isolation,16.1,291,2577,24.4,4.5
46,F,Barbell Bench Press,5,9,90,5,115,1449,6.5,Intermediate,Chest,Compound,24.0,246,1894,20.0,2.9
34,M,Lat Pulldowns,4,10,87,3,140,1958,7.4,Advanced,Back,Compound,14.4,128,2256,32.6,4.8
29,M,Barbell Bench Press,5,10,64,5,154,2100,8.4,Beginner,Chest,Compound,19.0,244,2854,24.5,3.6
45,M,Chin-ups,5,9,77,5,142,2546,6.3,Advanced,Arms,Compound,23.4,299,3141,38.1,3.6
38,M,Bicep Curls,3,12,23,3,171,2526,7.6,Advanced,Arms,Isolation,16.6,229,2768,40.9,4.9
22,M,Chin-ups,5,7,60,4,188,1906,6.2,Intermediate,Arms,Compound,17.0,85,2498,29.8,4.2
20,F,Cable Rows,3,14,17,5,102,1752,7.8,Intermediate,Back,Isolation,24.6,104,2211,22.0,2.8
28,M,T-Bar Rows,5,11,49,3,141,1921,6.2,Intermediate,Back,Compound,20.5,243,2519,33.0,3.8
37,M,Arnold Press,4,8,68,5,120,2626,6.5,Intermediate,Shoulders,Compound,19.4,244,2885,30.6,4.4
35,M,Arnold Press,4,10,72,4,154,2000,8.4,Intermediate,Shoulders,Compound,23.2,197,2327,26.9,3.0
28,M,Squats,4,10,87,5,179,1751,6.6,Advanced,Legs,Compound,15.6,198,2200,36.8,5.0
31,M,Barbell Rows,4,8,45,5,172,1944,7.7,Intermediate,Back,Compound,23.7,69,2386,32.0,2.7
46,M,Lat Pulldowns,4,8,46,5,150,2390,7.8,Intermediate,Back,Compound,24.3,140,3175,40.3,3.1
54,F,Dumbbell Bench Press,4,11,78,4,143,1657,8.4,Advanced,Chest,Compound,30.3,189,2152,35.8,1.9
27,M,Close-Grip Bench Press,4,11,96,3,156,1879,8.0,Intermediate,Arms,Compound,23.9,166,2413,21.6,2.9
51,M,Lateral Raises,4,12,42,3,155,2082,8.6,Advanced,Shoulders,Isolation,21.7,71,2567,49.0,3.9
41,M,Diamond Push-ups,4,9,41,3,127,2030,7.8,Intermediate,Arms,Compound,21.7,279,2242,24.4,3.1
32,M,Overhead Press,5,8,41,3,197,2676,8.9,Intermediate,Shoulders,Compound,13.9,261,3159,32.6,4.7
42,M,Dumbbell Bench Press,4,10,40,3,165,2542,6.8,Advanced,Chest,Compound,22.5,290,2788,27.4,3.4
39,M,Incline Barbell Bench Press,5,7,91,4,148,2546,7.4,Advanced,Chest,Compound,24.7,82,2764,27.8,2.9
52,M,Face Pulls,4,14,32,3,163,1826,7.0,Beginner,Back,Isolation,24.5,162,2257,22.8,2.8
25,F,Diamond Push-ups,5,8,117,4,132,1227,8.1,Intermediate,Arms,Compound,18.6,170,1971,26.5,4.0
49,M,Pull-ups,3,10,109,3,170,1977,8.0,Intermediate,Back,Compound,15.9,225,2508,35.7,4.7
30,M,Barbell Rows,3,7,57,3,161,2277,7.3,Advanced,Back,Compound,19.5,208,2730,25.5,3.9
39,M,Lunges,4,6,110,5,145,2716,7.8,Beginner,Legs,Compound,17.7,105,2961,34.4,4.3
38,M,Front Raises,4,12,53,5,178,1935,8.4,Intermediate,Shoulders,Isolation,16.6,106,2449,36.2,4.5
30,F,Chin-ups,4,9,54,4,126,1450,7.5,Advanced,Arms,Compound,30.8,290,2217,34.9,2.2
25,M,Lunges,4,8,87,5,149,1793,7.9,Beginner,Legs,Compound,16.7,100,2277,34.9,4.1
19,M,Barbell Bench Press,3,8,83,3,178,1802,8.0,Beginner,Chest,Compound,12.3,225,2294,32.1,5.0
40,M,Deadlifts,4,11,89,4,159,1660,7.2,Advanced,Legs,Compound,13.4,93,2379,34.7,5.0
53,M,Front Raises,3,11,34,3,181,2121,6.0,Advanced,Shoulders,Isolation,15.9,66,2663,51.9,5.0
21,M,Diamond Push-ups,3,8,92,3,128,2105,7.7,Intermediate,Arms,Compound,16.4,166,2800,25.4,4.4
21,M,Incline Barbell Bench Press,3,9,84,5,199,1615,7.7,Intermediate,Chest,Compound,17.6,71,2400,22.0,4.3
31,F,Squats,5,9,55,5,112,1588,8.8,Intermediate,Legs,Compound,24.4,224,1967,22.7,2.4
29,F,Barbell Bench Press,5,10,72,4,118,1360,6.8,Intermediate,Chest,Compound,22.8,214,1944,24.5,3.2
23,F,Pike Push-ups,4,8,96,4,137,1734,9.0,Beginner,Shoulders,Compound,21.8,258,1995,19.9,2.9
43,M,Barbell Rows,4,10,51,4,149,2569,7.3,Intermediate,Back,Compound,18.8,77,3032,20.5,3.8
26,M,Reverse Flyes,3,9,28,5,137,2248,6.7,Intermediate,Back,Isolation,24.4,146,2854,34.3,3.0
32,F,Pull-ups,5,8,48,5,116,1415,7.5,Advanced,Back,Compound,25.1,230,2089,25.1,2.8
41,F,Cable Crossovers,4,12,49,3,144,1514,7.9,Advanced,Chest,Isolation,28.1,177,2102,31.7,2.8
49,M,Reverse Flyes,3,8,37,4,153,2332,7.6,Intermediate,Back,Isolation,13.3,154,2651,20.9,4.6
40,M,Lunges,5,7,51,5,186,2622,7.9,Intermediate,Legs,Compound,22.5,147,3142,23.6,3.1
36,M,Dumbbell Flyes,4,12,25,4,178,1801,8.9,Intermediate,Chest,Isolation,17.2,76,2567,26.3,4.3
40,M,Reverse Flyes,4,11,24,4,188,2504,6.5,Intermediate,Back,Isolation,22.3,161,3073,34.7,3.3
48,M,T-Bar Rows,3,9,84,5,161,2078,7.8,Beginner,Back,Compound,22.2,108,2836,32.7,3.0
51,F,Chin-ups,3,8,111,3,135,1941,6.1,Intermediate,Arms,Compound,23.2,294,2164,26.5,3.1
37,M,Pike Push-ups,3,11,65,3,153,2634,9.0,Intermediate,Shoulders,Compound,19.3,72,3151,39.9,4.0
30,F,Face Pulls,4,10,26,4,147,1450,8.8,Advanced,Back,Isolation,25.8,258,2235,26.5,2.5
31,F,Arnold Press,3,7,72,3,131,1496,7.0,Beginner,Shoulders,Compound,27.6,83,2154,18.0,1.9
23,F,Incline Barbell Bench Press,5,8,82,5,111,1773,7.4,Beginner,Chest,Compound,26.2,62,2381,13.1,2.1
40,M,Pike Push-ups,3,9,52,4,166,1821,6.4,Advanced,Shoulders,Compound,12.2,297,2234,35.0,5.0
54,M,Chin-ups,5,7,77,5,134,2280,7.0,Intermediate,Arms,Compound,20.2,179,2738,21.1,3.7
36,M,Lat Pulldowns,5,11,95,3,167,1884,6.8,Intermediate,Back,Compound,15.8,223,2331,23.7,4.2
46,M,Cable Crossovers,4,11,56,5,132,2566,7.4,Advanced,Chest,Isolation,24.2,220,2939,48.5,3.4
32,M,Close-Grip Bench Press,5,10,66,5,181,2488,8.3,Intermediate,Arms,Compound,19.0,125,2783,20.4,4.1
34,M,Barbell Bench Press,5,6,47,5,146,2850,8.7,Intermediate,Chest,Compound,21.3,125,3140,28.7,3.7
20,M,Barbell Bench Press,3,10,44,3,179,2747,7.8,Advanced,Chest,Compound,14.7,129,3063,46.7,5.0
21,M,Overhead Press,3,10,55,5,194,2150,6.7,Advanced,Shoulders,Compound,17.0,114,2567,38.2,4.6
45,F,Lat Pulldowns,5,8,64,4,118,1702,7.6,Intermediate,Back,Compound,20.5,201,2335,23.8,3.3
49,M,Chin-ups,5,8,102,3,146,1612,8.1,Intermediate,Arms,Compound,13.0,258,2314,41.6,5.0
24,F,Leg Press,5,6,66,4,123,1940,7.2,Intermediate,Legs,Compound,25.7,62,2315,21.9,2.3
45,M,Barbell Bench Press,5,11,115,3,176,2290,8.3,Intermediate,Chest,Compound,13.2,293,2509,20.3,4.6
46,M,Deadlifts,5,6,52,4,179,1454,7.9,Advanced,Legs,Compound,22.8,299,2224,28.2,3.3
51,M,Incline Barbell Bench Press,3,9,87,4,167,2838,6.5,Advanced,Chest,Compound,20.6,221,3149,34.6,4.0
40,F,Pull-ups,3,9,47,4,115,1659,7.1,Beginner,Back,Compound,25.9,119,1949,19.2,2.3
48,F,Lunges,4,9,48,4,103,1576,7.5,Intermediate,Legs,Compound,27.6,82,2100,20.1,2.0
54,M,Calf Raises,3,8,32,3,166,2226,6.5,Advanced,Legs,Isolation,23.9,132,2577,30.2,3.3
52,M,Leg Press,5,10,84,4,188,1787,7.5,Beginner,Legs,Compound,17.6,189,2419,16.1,3.6
38,M,Incline Barbell Bench Press,5,11,89,3,186,2537,6.4,Beginner,Chest,Compound,24.7,141,2813,35.0,2.8
34,M,Diamond Push-ups,5,8,92,4,196,2656,8.9,Intermediate,Arms,Compound,15.6,61,3059,36.1,5.0
51,M,Barbell Bench Press,4,6,87,5,155,1741,6.9,Advanced,Chest,Compound,23.0,279,2420,34.9,3.4
35,M,Hammer Curls,3,10,41,4,149,2564,7.9,Intermediate,Arms,Isolation,17.9,152,3145,30.4,4.4
37,M,Barbell Bench Press,4,11,72,4,159,2281,8.5,Intermediate,Chest,Compound,22.8,173,2673,34.7,3.5
19,M,Dumbbell Bench Press,4,11,119,4,160,2664,6.4,Intermediate,Chest,Compound,21.3,77,3034,28.8,3.4
41,M,Pull-ups,4,6,69,4,181,2285,6.6,Intermediate,Back,Compound,20.6,135,2860,39.2,3.5
41,M,Pull-ups,4,7,47,3,147,1670,6.3,Beginner,Back,Compound,22.1,252,2244,29.1,3.3
54,M,Leg Press,3,10,42,5,133,2450,6.1,Advanced,Legs,Compound,14.5,232,2986,45.7,5.0
54,M,Leg Curls,4,10,54,4,143,2587,7.5,Intermediate,Legs,Isolation,15.6,261,3130,42.8,4.6
40,M,Leg Press,3,9,87,4,143,2800,8.8,Intermediate,Legs,Compound,18.9,98,3174,39.6,4.4
19,M,Dumbbell Flyes,4,10,47,4,189,2010,7.2,Intermediate,Chest,Isolation,16.7,85,2804,41.8,4.7
53,M,Barbell Rows,3,9,53,3,197,1828,7.1,Advanced,Back,Compound,18.6,149,2202,26.1,4.2
52,M,Front Raises,3,8,54,5,126,2044,7.5,Intermediate,Shoulders,Isolation,17.5,179,2616,41.2,4.7
31,M,Deadlifts,3,6,97,3,125,1871,6.8,Beginner,Legs,Compound,16.6,159,2377,25.0,4.3
31,M,Leg Curls,4,13,30,5,182,1555,8.3,Intermediate,Legs,Isolation,15.4,193,2202,39.5,4.8
33,M,Diamond Push-ups,3,10,119,5,183,2116,8.0,Beginner,Arms,Compound,20.3,186,2497,22.2,3.0
24,F,Pike Push-ups,4,11,40,3,108,1671,6.0,Intermediate,Shoulders,Compound,28.9,196,2071,20.1,2.2
32,F,Chin-ups,3,8,73,3,106,1332,7.5,Intermediate,Arms,Compound,28.7,201,1946,24.5,2.4
53,M,Close-Grip Bench Press,3,8,111,3,128,1933,7.6,Intermediate,Arms,Compound,24.2,125,2472,37.4,2.8
26,M,Rear Delt Flyes,3,13,38,4,187,2260,6.9,Intermediate,Shoulders,Isolation,20.4,194,2661,43.1,4.0
21,M,Overhead Press,5,9,64,5,123,1862,7.9,Intermediate,Shoulders,Compound,12.4,152,2289,36.5,5.0
33,F,Cable Crossovers,4,14,53,3,141,1839,6.4,Advanced,Chest,Isolation,26.0,297,2316,33.9,2.6
33,M,T-Bar Rows,3,9,99,3,174,2302,8.7,Advanced,Back,Compound,23.2,213,2572,48.3,3.3
24,F,Squats,3,6,72,3,125,1462,8.2,Advanced,Legs,Compound,24.8,96,2043,33.6,3.0
25,M,Incline Barbell Bench Press,4,9,116,5,177,1822,8.2,Intermediate,Chest,Compound,14.7,253,2480,39.2,5.0
51,M,Calf Raises,3,14,26,4,137,2541,8.2,Advanced,Legs,Isolation,21.3,139,3151,30.5,3.9
30,F,Chin-ups,5,9,96,4,115,1573,7.1,Intermediate,Arms,Compound,18.6,82,2368,27.5,4.4
25,M,Dumbbell Bench Press,4,10,79,3,176,2067,6.7,Intermediate,Chest,Compound,13.6,75,2452,43.5,5.0
18,F,Lat Pulldowns,5,7,69,3,115,2118,8.5,Advanced,Back,Compound,19.4,137,2356,32.8,4.6
46,M,Deadlifts,4,7,65,5,145,1671,7.0,Advanced,Legs,Compound,13.2,181,2246,26.4,5.0
40,M,T-Bar Rows,3,10,105,3,188,2867,7.7,Intermediate,Back,Compound,19.4,118,3141,34.7,4.4
54,F,Pike Push-ups,4,6,58,4,146,1522,8.0,Intermediate,Shoulders,Compound,23.5,251,2215,20.8,3.0
52,M,Barbell Bench Press,4,6,100,5,155,2146,8.7,Intermediate,Chest,Compound,13.6,214,2382,40.5,5.0
48,M,Dumbbell Flyes,4,13,48,5,130,2679,6.0,Advanced,Chest,Isolation,12.7,97,2998,35.1,5.0
47,M,Pull-ups,3,10,115,5,146,2186,6.6,Advanced,Back,Compound,19.7,128,2605,52.1,4.4
47,F,Lat Pulldowns,5,11,111,3,138,1712,9.0,Intermediate,Back,Compound,18.2,139,2218,29.9,4.5
22,M,Cable Rows,3,9,22,5,164,2447,8.0,Intermediate,Back,Isolation,16.4,72,2918,23.4,4.5
52,F,Hammer Curls,3,11,48,5,102,1638,8.7,Advanced,Arms,Isolation,26.9,139,2062,32.5,2.7
32,F,Dumbbell Bench Press,4,6,119,5,143,1605,8.5,Advanced,Chest,Compound,18.2,156,2087,25.5,4.3
