age,gender,exercise_type,sets,reps,weight,frequency,protein,calories,sleep,experience,muscle_size_increase_cm2
48,M,Squats,4,11,39.8,4,121.6,3176,5.4,Advanced,4.26
25,M,Bench Press,3,5,179.1,5,169.6,2397,8.3,Advanced,2.54
56,F,Bench Press,4,6,81.7,2,187.2,2210,8.3,Beginner,3.62
43,F,Squats,2,13,143.1,5,170.8,3182,9.8,Beginner,4.33
51,F,Bench Press,1,14,24.6,1,119.8,2417,5.0,Beginner,4.02
20,M,Squats,2,6,144.2,4,169.3,3750,6.2,Beginner,8.86
29,F,Deadlifts,4,10,76.9,3,98.2,1916,9.6,Intermediate,1.0
18,F,Bench Press,3,15,30.0,1,95.6,1915,9.7,Advanced,2.92
22,M,Squats,6,15,129.8,1,121.5,2971,8.6,Advanced,1.2
47,F,Bench Press,6,5,63.3,5,176.9,3035,8.8,Intermediate,2.36
47,M,Bench Press,3,7,89.6,2,109.6,1584,5.5,Beginner,5.47
34,M,Squats,6,6,34.5,4,87.6,1666,7.6,Beginner,3.46
40,F,Deadlifts,6,7,46.5,3,95.8,3931,6.2,Beginner,4.0
32,M,Deadlifts,4,9,73.6,1,183.0,2595,5.9,Intermediate,4.11
54,F,Bench Press,3,15,36.2,3,156.1,2309,9.1,Intermediate,4.13
38,F,Squats,5,14,183.9,2,110.4,3044,5.7,Beginner,4.88
31,M,Deadlifts,1,10,21.1,2,146.6,3316,7.3,Intermediate,2.91
19,M,Bench Press,1,13,107.1,3,143.3,2492,9.7,Beginner,5.88
28,M,Squats,6,15,42.2,4,158.7,2781,5.9,Intermediate,1.8
56,M,Bench Press,1,14,75.4,2,108.0,1774,9.9,Intermediate,2.1
55,M,Bench Press,3,8,186.7,3,183.7,3273,10.0,Intermediate,5.98
51,M,Bench Press,3,11,49.1,1,117.1,3256,7.8,Intermediate,2.78
55,M,Bench Press,2,10,193.8,3,163.3,3873,5.9,Advanced,3.36
51,M,Bench Press,2,6,57.0,3,81.9,2391,6.6,Beginner,2.47
35,M,Deadlifts,1,14,153.5,5,124.7,1588,7.1,Intermediate,5.35
47,F,Squats,5,15,118.4,2,122.2,2207,6.5,Intermediate,2.48
32,F,Deadlifts,2,15,179.2,4,145.2,3897,6.4,Intermediate,1.02
44,M,Deadlifts,2,15,119.7,4,88.7,1886,9.9,Advanced,2.3
51,M,Bench Press,3,12,116.2,5,174.8,3634,5.8,Intermediate,4.95
55,F,Bench Press,5,11,55.2,4,106.1,3854,8.7,Intermediate,3.12
50,F,Bench Press,6,11,49.9,3,161.2,3373,5.0,Beginner,4.79
41,F,Bench Press,1,12,185.0,5,176.4,2677,8.0,Intermediate,4.74
32,F,Deadlifts,2,15,79.0,1,147.4,1939,9.6,Beginner,3.98
47,M,Bench Press,5,5,87.0,2,168.9,3811,6.4,Beginner,5.05
59,M,Deadlifts,5,5,156.8,2,159.4,2476,5.9,Intermediate,2.69
34,M,Squats,1,12,81.0,2,122.7,2234,8.3,Intermediate,6.22
22,M,Squats,5,8,191.4,3,177.1,3968,8.6,Beginner,3.37
46,M,Bench Press,5,9,152.8,1,115.4,2132,8.4,Intermediate,4.97
21,M,Squats,5,12,127.5,5,148.5,2492,6.6,Intermediate,1.1
27,M,Squats,2,9,178.6,5,169.4,3958,6.3,Beginner,5.08
34,F,Squats,1,14,28.9,2,125.5,1672,9.8,Intermediate,5.28
27,F,Squats,5,8,66.3,1,116.3,1503,9.6,Intermediate,5.26
34,M,Squats,5,10,103.7,1,135.1,3163,7.3,Intermediate,5.06
37,F,Deadlifts,2,9,60.9,1,178.2,3515,9.2,Intermediate,3.72
41,M,Squats,1,11,153.9,4,191.6,2995,7.3,Intermediate,2.02
22,F,Deadlifts,3,14,185.5,4,145.4,2560,7.1,Intermediate,5.08
51,M,Deadlifts,2,11,96.3,2,159.4,2554,5.8,Advanced,1.0
23,F,Deadlifts,1,8,81.6,1,188.4,1880,7.1,Intermediate,2.16
19,F,Squats,5,9,193.1,1,91.8,2791,7.7,Beginner,6.3
30,M,Deadlifts,1,7,100.1,5,107.8,3891,5.1,Intermediate,5.38
28,M,Bench Press,1,8,108.0,5,165.1,3092,7.2,Advanced,3.02
40,M,Bench Press,6,8,83.3,2,178.8,1665,8.9,Beginner,5.21
33,M,Bench Press,1,7,183.7,1,182.8,3889,8.4,Advanced,2.17
48,M,Deadlifts,3,14,122.4,2,129.8,2542,8.2,Advanced,2.07
28,F,Squats,1,9,157.2,5,90.7,3151,9.5,Beginner,7.42
33,M,Deadlifts,3,9,166.1,5,132.5,2707,5.1,Advanced,2.39
25,F,Bench Press,5,15,81.5,4,107.7,2044,7.8,Intermediate,2.75
21,F,Deadlifts,3,11,98.1,2,114.9,3739,8.9,Advanced,5.25
57,M,Deadlifts,5,8,172.7,2,172.7,3867,7.7,Intermediate,2.34
21,M,Squats,5,8,85.4,1,89.1,3974,6.6,Intermediate,3.57
42,M,Deadlifts,3,13,162.9,1,179.3,1596,5.7,Intermediate,3.82
20,F,Squats,2,10,189.4,4,131.3,2801,9.4,Intermediate,3.8
49,M,Squats,4,8,132.2,3,151.5,3556,7.4,Beginner,8.93
20,F,Squats,1,6,153.5,3,90.8,1956,9.4,Intermediate,1.55
44,F,Squats,6,10,164.9,3,120.5,3318,7.9,Beginner,1.71
46,M,Bench Press,4,6,172.1,2,90.8,1772,8.4,Intermediate,2.89
49,M,Squats,1,9,91.1,2,195.4,2531,9.0,Intermediate,6.0
36,F,Squats,1,10,29.2,5,176.9,1707,8.3,Intermediate,4.29
38,F,Deadlifts,5,8,92.3,2,135.2,3437,7.0,Intermediate,4.96
22,M,Deadlifts,1,7,141.3,2,106.8,3160,7.6,Beginner,11.04
35,M,Deadlifts,6,11,101.1,2,192.0,2646,9.0,Beginner,3.58
45,F,Deadlifts,1,6,154.8,4,121.4,2556,6.9,Beginner,6.9
59,M,Deadlifts,3,15,84.3,2,99.3,3036,6.9,Intermediate,5.33
39,F,Squats,4,10,134.3,1,147.6,1703,5.5,Advanced,1.23
38,M,Squats,3,8,53.6,1,193.3,3332,9.6,Beginner,12.09
23,M,Deadlifts,6,10,154.9,5,80.5,1942,5.5,Advanced,2.73
18,F,Squats,1,8,118.2,4,108.6,2188,8.2,Intermediate,6.51
22,M,Bench Press,6,8,56.7,1,192.6,2332,7.1,Intermediate,1.95
58,M,Squats,5,8,72.5,4,100.5,3886,7.0,Intermediate,4.08
29,M,Squats,3,13,154.7,4,93.6,2961,8.4,Advanced,2.67
43,M,Bench Press,3,11,106.9,5,148.4,2659,5.3,Beginner,4.27
51,F,Bench Press,2,7,58.9,4,183.4,1886,8.0,Intermediate,4.46
31,M,Bench Press,1,7,194.1,2,137.3,3541,8.9,Intermediate,5.41
43,M,Bench Press,5,10,148.7,4,199.3,2848,9.1,Intermediate,4.82
44,F,Squats,3,10,192.3,5,161.5,3218,5.9,Advanced,4.26
26,F,Squats,3,8,96.9,5,88.9,2179,9.5,Beginner,7.18
43,M,Deadlifts,5,13,105.5,5,199.1,2189,8.3,Intermediate,6.28
39,M,Bench Press,6,8,181.6,1,128.9,3068,9.4,Intermediate,3.45
47,F,Squats,6,13,114.5,2,114.5,2669,7.4,Intermediate,1.34
34,F,Deadlifts,1,8,147.3,1,146.9,2392,7.7,Intermediate,3.65
43,M,Squats,2,6,65.4,3,116.5,2452,9.6,Intermediate,2.63
53,M,Bench Press,3,6,100.4,2,90.4,2754,9.5,Advanced,1.83
18,M,Squats,2,9,42.2,4,80.2,2283,7.2,Intermediate,5.25
25,F,Deadlifts,6,8,57.1,5,134.0,3546,6.4,Advanced,1.53
52,F,Bench Press,6,11,20.2,3,180.4,3371,7.0,Intermediate,4.12
32,F,Squats,4,15,27.1,2,148.7,1994,6.9,Beginner,6.1
39,F,Deadlifts,1,9,195.9,1,199.9,2246,6.4,Beginner,8.02
31,F,Bench Press,4,10,63.6,5,114.4,3984,6.3,Beginner,6.15
43,M,Squats,4,14,139.4,1,113.7,3354,9.3,Intermediate,4.18
45,M,Squats,4,8,171.0,2,99.2,3892,5.3,Intermediate,1.45
40,M,Squats,1,6,119.1,2,99.7,3691,8.4,Intermediate,4.48
31,M,Squats,1,14,47.6,3,114.2,2156,5.9,Intermediate,5.09
41,F,Bench Press,5,13,151.1,4,175.1,3382,6.7,Beginner,6.3
19,M,Deadlifts,2,14,128.0,1,188.7,3892,5.3,Beginner,9.6
43,M,Bench Press,2,11,151.6,3,197.0,3296,6.3,Beginner,3.02
31,M,Squats,5,8,158.6,5,107.9,1767,8.8,Intermediate,5.07
24,M,Squats,5,7,195.6,4,185.8,3716,9.4,Beginner,13.8
20,M,Squats,6,14,123.2,3,119.4,3262,6.1,Beginner,9.48
40,M,Bench Press,4,7,81.5,1,93.5,3580,7.3,Advanced,1.67
35,F,Deadlifts,5,13,136.7,2,184.4,1876,7.4,Advanced,1.36
55,M,Squats,3,9,32.3,5,156.3,3085,9.4,Beginner,9.83
52,F,Deadlifts,2,7,181.5,1,99.8,2963,8.8,Intermediate,2.04
32,M,Deadlifts,5,9,41.5,4,131.6,3940,7.6,Intermediate,6.76
42,M,Bench Press,3,6,79.0,4,114.5,1988,8.4,Intermediate,1.01
54,M,Deadlifts,3,15,166.8,2,168.4,2221,9.2,Intermediate,1.93
45,M,Bench Press,3,8,127.5,2,134.4,2445,5.0,Beginner,1.58
27,F,Bench Press,6,14,90.9,5,198.7,3586,7.0,Intermediate,3.35
56,M,Bench Press,6,6,105.2,5,86.6,3135,9.5,Intermediate,3.07
34,M,Bench Press,3,6,173.8,2,122.6,2540,8.7,Beginner,4.24
56,F,Squats,6,12,81.2,2,137.8,3773,7.7,Intermediate,3.46
39,M,Squats,4,5,176.5,4,140.4,3614,7.6,Intermediate,4.67
43,M,Squats,3,11,35.9,2,117.9,3177,6.7,Intermediate,3.56
42,F,Bench Press,4,9,159.8,3,167.5,2498,7.6,Beginner,2.94
34,F,Squats,4,15,172.6,1,185.0,3277,8.3,Intermediate,1.9
30,M,Deadlifts,3,12,52.7,2,192.6,3784,7.1,Beginner,2.04
37,F,Deadlifts,2,5,97.5,5,176.6,2456,8.6,Intermediate,6.5
42,F,Bench Press,3,15,49.8,3,182.1,3089,9.3,Beginner,1.78
21,M,Squats,3,11,147.2,5,146.1,2661,5.8,Beginner,3.41
27,F,Deadlifts,6,9,116.4,3,179.1,3368,7.3,Intermediate,7.24
20,M,Deadlifts,3,8,134.4,2,116.4,2052,7.0,Intermediate,6.82
58,M,Deadlifts,2,11,55.4,1,127.8,3133,8.4,Advanced,4.18
35,M,Squats,6,14,58.1,5,118.0,2194,6.2,Intermediate,6.3
53,M,Bench Press,1,6,27.5,3,136.1,1816,8.2,Beginner,6.23
39,F,Squats,1,5,78.0,4,114.3,2267,9.4,Intermediate,3.56
51,M,Squats,4,5,120.8,2,195.4,3471,7.1,Intermediate,5.47
25,F,Deadlifts,4,15,174.4,1,117.5,3805,9.6,Beginner,2.09
57,F,Deadlifts,2,5,140.0,2,91.8,3003,10.0,Advanced,1.47
36,M,Bench Press,5,9,98.4,4,143.2,1622,5.5,Beginner,6.46
59,F,Deadlifts,1,14,191.6,1,86.9,3889,6.2,Advanced,1.65
58,M,Bench Press,4,11,149.5,4,93.3,3368,9.8,Advanced,1.27
54,M,Bench Press,1,6,187.4,2,106.3,3171,9.8,Intermediate,3.42
23,F,Squats,2,14,115.0,3,135.7,2582,5.5,Advanced,1.72
43,M,Deadlifts,2,12,66.6,2,132.0,3228,5.1,Intermediate,1.65
51,M,Squats,5,8,29.5,2,176.0,3807,5.8,Beginner,7.95
23,M,Deadlifts,5,7,150.7,2,168.7,3496,10.0,Intermediate,3.7
54,M,Deadlifts,6,14,41.8,5,131.2,3642,5.9,Beginner,5.54
50,M,Squats,2,15,74.5,4,120.0,2648,7.5,Intermediate,3.03
39,M,Bench Press,4,12,115.8,4,118.0,3588,9.2,Intermediate,6.26
38,F,Deadlifts,1,6,121.6,4,172.9,3414,5.1,Intermediate,1.53
23,M,Bench Press,3,15,128.1,5,86.2,1753,8.0,Intermediate,2.45
23,M,Deadlifts,5,15,49.9,3,81.5,1506,6.4,Intermediate,4.78
21,M,Deadlifts,3,7,88.4,2,175.5,3616,9.3,Advanced,7.15
47,M,Bench Press,4,7,131.1,3,137.3,2041,6.4,Beginner,5.41
28,F,Squats,5,14,194.6,5,95.7,1588,8.4,Intermediate,1.33
47,F,Deadlifts,3,15,151.0,4,108.3,3438,8.4,Beginner,4.08
48,F,Bench Press,4,5,186.1,2,191.9,1712,6.1,Intermediate,2.16
41,M,Squats,1,10,157.2,1,183.1,1765,5.2,Beginner,3.05
26,M,Squats,4,6,126.5,1,165.2,3840,7.0,Intermediate,4.42
20,M,Bench Press,6,5,54.6,3,137.9,2730,6.4,Beginner,5.28
48,F,Deadlifts,5,6,140.0,4,142.4,3880,9.0,Beginner,5.36
57,M,Deadlifts,2,10,132.2,1,197.0,2504,9.0,Advanced,1.29
54,M,Bench Press,1,8,128.4,3,195.9,3594,7.3,Beginner,2.26
53,F,Squats,3,10,108.2,5,105.8,2121,8.0,Intermediate,2.61
41,M,Squats,5,13,115.2,3,177.3,1926,8.0,Beginner,5.65
48,M,Deadlifts,2,14,80.2,3,103.7,1709,9.1,Intermediate,3.98
23,M,Squats,4,14,113.5,3,105.6,2387,7.1,Intermediate,4.89
19,F,Squats,2,12,55.6,2,161.1,2943,6.4,Intermediate,3.3
37,M,Squats,5,5,164.9,3,128.6,1653,6.3,Beginner,4.29
45,F,Bench Press,5,12,53.4,3,191.8,1914,7.7,Intermediate,1.03
28,F,Deadlifts,6,13,35.3,2,90.7,2680,7.2,Intermediate,1.13
21,M,Squats,6,10,98.5,2,141.4,2784,7.2,Intermediate,4.46
32,F,Bench Press,2,14,138.5,5,190.2,2268,5.5,Intermediate,4.13
23,M,Bench Press,4,9,98.8,4,188.5,2482,8.6,Intermediate,4.01
47,M,Deadlifts,2,10,69.8,1,98.8,3011,6.1,Beginner,4.94
55,F,Squats,5,10,120.5,1,124.0,2078,6.0,Beginner,6.88
19,F,Bench Press,5,13,82.5,3,154.3,3710,7.1,Beginner,5.31
32,F,Squats,3,8,187.9,5,99.1,2538,6.1,Beginner,4.86
28,M,Deadlifts,6,6,186.1,3,196.2,3742,7.9,Beginner,5.36
25,M,Bench Press,3,15,110.4,1,189.8,2041,6.9,Intermediate,1.91
43,M,Squats,1,15,79.0,2,100.0,1858,7.2,Intermediate,1.06
22,M,Bench Press,5,13,152.7,4,94.5,2349,7.7,Advanced,3.56
23,M,Deadlifts,3,6,26.6,5,90.2,1926,6.0,Beginner,3.57
43,M,Squats,2,14,105.5,2,189.1,1985,5.8,Intermediate,4.37
21,M,Deadlifts,6,13,80.5,4,103.2,3331,9.4,Advanced,4.73
36,M,Squats,6,6,185.7,5,130.0,2972,7.2,Intermediate,4.56
37,M,Bench Press,4,12,22.2,5,133.9,2936,7.1,Beginner,6.7
50,M,Bench Press,2,13,119.5,1,151.9,1829,5.2,Beginner,5.5
37,F,Deadlifts,4,14,153.3,2,88.6,3255,7.5,Beginner,6.49
29,M,Squats,3,13,107.3,5,107.2,2670,7.8,Intermediate,5.35
18,F,Deadlifts,1,14,35.4,5,191.8,1758,7.8,Intermediate,1.66
43,F,Deadlifts,2,13,195.0,4,189.0,3839,8.5,Beginner,4.07
31,M,Bench Press,2,6,113.2,1,173.8,1642,5.9,Beginner,4.19
55,F,Deadlifts,2,8,130.6,3,82.3,3516,6.3,Intermediate,1.34
54,M,Deadlifts,4,11,62.6,1,119.2,2126,9.1,Intermediate,3.07
28,M,Squats,3,6,107.0,3,155.4,2888,9.7,Intermediate,2.73
53,M,Squats,2,5,97.2,2,113.0,1589,5.7,Intermediate,2.51
30,M,Deadlifts,2,7,33.5,2,189.2,2219,7.5,Intermediate,5.96
20,M,Squats,6,8,39.1,5,156.1,1980,6.1,Beginner,4.02
50,M,Deadlifts,1,12,170.7,2,88.6,3631,5.3,Intermediate,3.09
23,F,Deadlifts,6,10,63.2,5,189.1,2600,6.6,Intermediate,5.26
27,F,Squats,6,15,55.1,1,194.9,2172,5.7,Advanced,2.22
22,M,Bench Press,1,6,110.9,2,89.3,2016,8.5,Beginner,8.94
40,F,Bench Press,3,13,158.4,1,143.9,3113,7.7,Intermediate,4.43
27,M,Bench Press,6,6,31.2,1,116.4,2281,5.7,Intermediate,4.35
19,M,Squats,3,9,123.8,2,127.1,3651,5.0,Intermediate,4.85
30,F,Squats,6,8,41.5,1,101.6,3535,9.0,Beginner,8.97
57,M,Bench Press,5,11,26.6,2,149.4,3886,5.9,Intermediate,4.41
19,M,Deadlifts,1,12,29.5,2,195.0,2186,8.0,Advanced,4.3
37,M,Deadlifts,6,9,170.1,2,140.4,3089,6.7,Intermediate,5.81
18,M,Bench Press,5,14,41.2,3,89.9,2399,7.9,Intermediate,4.09
54,F,Squats,4,9,28.1,1,154.4,3001,6.6,Beginner,5.07
26,M,Bench Press,5,6,98.8,4,120.8,1722,5.4,Beginner,3.44
34,F,Squats,2,12,171.9,2,182.7,2576,6.1,Intermediate,5.74
26,M,Deadlifts,6,6,67.2,1,132.2,2600,5.9,Advanced,1.0
28,M,Deadlifts,5,14,95.9,5,103.1,3241,7.1,Advanced,1.44
32,M,Deadlifts,3,10,27.2,2,102.9,2002,8.3,Intermediate,2.0
41,F,Deadlifts,4,12,100.8,2,172.3,2839,6.3,Intermediate,5.71
55,M,Squats,6,10,124.0,4,111.9,2123,5.1,Advanced,2.27
52,F,Deadlifts,2,8,122.8,3,172.1,3386,7.6,Intermediate,5.17
47,F,Squats,5,8,79.8,3,104.7,3712,8.0,Intermediate,5.54
48,M,Deadlifts,4,10,76.8,2,118.6,2550,9.8,Beginner,7.34
22,F,Squats,6,8,39.2,1,135.9,2593,7.9,Intermediate,5.39
31,F,Deadlifts,4,12,86.0,5,193.2,3485,7.4,Intermediate,2.42
28,F,Deadlifts,2,13,37.9,5,191.8,2888,7.9,Advanced,1.0
26,M,Squats,5,5,158.0,1,104.8,2829,9.6,Intermediate,2.97
51,M,Squats,4,8,193.9,2,123.0,2647,9.1,Beginner,3.68
29,M,Deadlifts,4,8,194.6,5,97.9,1518,6.6,Intermediate,3.93
52,M,Bench Press,1,6,175.7,3,141.2,2780,6.2,Advanced,1.0
52,M,Squats,4,10,128.1,1,135.3,2545,6.3,Intermediate,2.19
18,F,Squats,1,7,146.2,4,188.1,2488,7.5,Beginner,4.54
57,M,Squats,5,11,71.3,2,191.6,3997,8.7,Beginner,3.1
39,M,Deadlifts,6,15,133.5,1,126.0,3073,7.5,Intermediate,6.88
46,F,Bench Press,6,15,102.0,5,139.0,2571,5.3,Intermediate,3.61
25,F,Squats,5,9,106.8,2,187.5,2706,8.6,Intermediate,5.81
28,M,Squats,5,8,156.4,3,176.8,2958,9.0,Beginner,6.97
58,F,Squats,3,9,70.7,2,80.4,3654,6.4,Advanced,1.0
54,M,Squats,5,12,77.2,2,118.4,2711,8.3,Beginner,3.76
31,M,Bench Press,4,7,186.4,3,130.6,2275,7.1,Beginner,7.91
47,F,Squats,6,11,30.1,3,107.6,3359,9.4,Intermediate,5.47
52,M,Squats,2,10,107.4,2,103.9,3366,9.2,Intermediate,2.98
38,M,Deadlifts,6,5,184.3,3,84.5,2660,7.6,Beginner,1.69
54,M,Squats,1,11,129.9,1,157.2,3381,8.5,Beginner,1.86
22,M,Bench Press,6,11,118.4,3,111.5,3883,9.4,Beginner,8.19
36,M,Bench Press,3,5,65.0,3,86.3,3280,7.5,Intermediate,3.19
31,M,Bench Press,5,13,81.8,2,107.7,2101,6.6,Intermediate,4.0
43,F,Bench Press,5,10,173.4,1,176.2,3094,8.8,Intermediate,3.18
21,F,Bench Press,6,6,120.7,4,182.2,3950,6.1,Intermediate,1.36
42,M,Deadlifts,2,9,112.7,4,138.0,2039,6.9,Intermediate,1.79
59,M,Bench Press,2,15,37.9,5,129.9,2595,9.3,Beginner,7.55
42,M,Bench Press,3,8,22.9,3,197.3,3305,8.6,Advanced,3.6
35,M,Deadlifts,1,11,193.5,3,104.1,1523,7.0,Advanced,2.39
57,F,Bench Press,6,12,87.9,1,105.8,2123,6.1,Beginner,4.76
25,M,Squats,5,15,128.6,4,115.0,3335,6.8,Beginner,8.41
56,M,Squats,6,15,34.3,5,100.7,2579,6.4,Beginner,7.12
57,F,Squats,3,5,143.0,1,125.5,2485,5.9,Beginner,4.47
31,F,Deadlifts,4,9,187.9,3,189.3,1722,8.7,Intermediate,5.79
49,F,Deadlifts,4,7,123.6,4,153.8,1678,6.3,Intermediate,2.61
55,M,Deadlifts,3,5,42.7,5,129.4,3981,7.3,Intermediate,3.93
50,M,Bench Press,5,7,124.7,2,192.1,3460,6.9,Intermediate,1.24
40,M,Bench Press,3,10,157.9,4,85.8,2973,9.9,Intermediate,2.95
32,M,Squats,5,11,93.2,5,105.2,2292,7.0,Intermediate,1.73
50,F,Bench Press,2,12,178.4,1,147.9,2383,5.4,Beginner,5.65
42,F,Bench Press,3,15,136.8,2,153.9,2712,5.4,Intermediate,2.29
34,F,Deadlifts,5,8,181.9,5,84.7,3101,8.0,Intermediate,2.2
50,F,Squats,3,7,132.2,5,128.4,2309,8.0,Beginner,4.18
19,M,Bench Press,3,9,43.6,3,157.9,2460,7.1,Beginner,5.85
31,F,Bench Press,5,13,75.7,4,163.8,1919,7.2,Advanced,2.67
57,M,Bench Press,5,10,56.3,3,156.6,2687,5.3,Intermediate,4.15
57,M,Bench Press,1,13,183.6,2,118.5,2778,7.6,Beginner,7.28
56,M,Deadlifts,3,10,156.9,5,91.2,2940,7.5,Intermediate,2.24
23,M,Squats,4,6,141.8,3,131.3,3717,5.7,Intermediate,2.9
23,M,Deadlifts,3,9,74.2,4,95.5,2840,5.5,Intermediate,5.05
20,F,Bench Press,3,15,53.1,2,193.7,3721,5.6,Beginner,4.89
24,M,Deadlifts,5,13,156.2,1,137.0,3892,5.5,Advanced,4.62
25,M,Deadlifts,3,12,105.3,3,118.1,3992,8.0,Intermediate,7.01
59,M,Squats,6,11,60.6,2,172.0,2541,6.0,Beginner,4.25
32,F,Squats,3,5,131.0,1,139.8,2593,6.3,Intermediate,1.02
46,M,Deadlifts,6,8,27.3,3,117.2,2861,5.9,Intermediate,5.08
50,F,Bench Press,4,11,78.7,2,177.4,2091,9.8,Beginner,6.66
47,M,Deadlifts,5,15,104.3,2,184.1,2026,9.3,Beginner,10.35
56,F,Squats,3,11,46.6,3,160.8,2792,6.2,Beginner,6.38
44,M,Bench Press,6,10,197.2,2,85.6,3154,6.6,Advanced,1.46
53,F,Deadlifts,6,12,57.6,5,148.0,2310,6.0,Beginner,4.24
46,F,Deadlifts,6,15,43.5,3,171.6,1687,7.5,Intermediate,2.6
55,M,Squats,2,10,56.6,2,96.4,3092,5.1,Advanced,3.82
50,M,Deadlifts,1,14,158.4,1,107.4,2028,8.4,Beginner,6.4
54,M,Bench Press,4,7,96.6,1,185.9,1933,7.6,Advanced,2.08
44,M,Squats,3,8,121.8,5,82.4,3835,9.5,Advanced,1.21
50,M,Bench Press,2,7,23.8,3,170.3,3441,5.8,Advanced,3.69
21,F,Bench Press,3,5,26.2,2,136.9,3304,9.0,Beginner,5.47
39,M,Deadlifts,3,14,100.2,2,133.6,1802,9.0,Intermediate,3.46
19,M,Bench Press,5,9,167.0,1,80.9,1586,5.6,Intermediate,4.22
27,M,Squats,5,5,179.3,5,178.3,1937,7.0,Advanced,2.05
22,M,Squats,5,5,35.6,1,123.2,2545,5.9,Beginner,4.92
27,F,Bench Press,2,6,116.9,1,144.9,2332,6.3,Intermediate,3.82
50,M,Squats,3,8,184.4,5,161.3,2296,6.3,Intermediate,3.49
55,F,Deadlifts,1,10,89.8,3,164.3,2059,7.8,Beginner,3.06
30,F,Squats,4,12,169.3,2,194.7,2261,7.1,Intermediate,4.85
48,F,Deadlifts,5,7,44.1,3,143.8,3198,9.7,Intermediate,6.47
53,F,Deadlifts,5,5,188.4,4,128.0,2624,5.6,Intermediate,2.52
41,M,Bench Press,3,7,155.3,4,194.4,2184,9.9,Intermediate,3.67
32,F,Deadlifts,3,7,189.4,4,157.1,2664,6.2,Advanced,2.3
46,M,Deadlifts,2,9,141.8,5,115.8,1637,8.9,Intermediate,1.99
25,M,Bench Press,2,15,85.4,1,95.2,2077,6.7,Intermediate,3.4
22,F,Squats,5,8,188.9,3,181.1,2209,5.7,Intermediate,1.93
35,F,Squats,5,10,47.6,2,131.6,2216,7.5,Beginner,7.82
19,F,Deadlifts,2,10,68.7,2,114.4,2622,9.0,Beginner,7.05
20,M,Bench Press,3,10,55.4,4,122.8,2352,6.5,Beginner,6.06
36,F,Squats,4,6,31.5,4,136.4,2691,8.9,Beginner,7.94
18,M,Squats,2,10,127.9,3,123.3,2674,7.1,Beginner,9.89
38,F,Squats,4,8,130.9,2,118.7,2630,6.6,Beginner,5.73
38,M,Bench Press,2,11,48.6,4,158.9,2324,7.2,Beginner,5.2
27,M,Squats,3,6,28.4,2,100.6,2900,7.8,Beginner,8.38
38,M,Bench Press,3,7,116.0,2,143.1,3251,6.6,Beginner,6.79
31,F,Deadlifts,5,10,47.5,4,163.5,3168,6.9,Beginner,6.75
30,F,Squats,3,9,71.1,3,121.3,2307,8.6,Beginner,6.31
26,M,Deadlifts,4,6,28.3,4,148.3,2653,9.0,Beginner,8.94
23,M,Bench Press,3,12,49.4,4,153.5,2284,7.0,Beginner,8.56
23,F,Squats,2,7,123.1,2,152.4,2391,6.4,Beginner,7.39
36,M,Bench Press,3,11,124.6,3,135.7,2359,8.4,Beginner,4.93
38,F,Deadlifts,4,8,46.9,4,127.7,2768,7.8,Beginner,5.66
27,F,Bench Press,2,12,63.7,2,166.9,2796,6.3,Beginner,6.18
40,M,Squats,5,7,37.5,4,160.7,2931,8.8,Beginner,5.89
20,M,Squats,5,10,29.6,2,125.7,2164,6.2,Beginner,5.42
35,M,Deadlifts,5,9,149.0,4,108.2,2732,7.9,Beginner,7.78
38,M,Bench Press,2,10,105.2,3,105.7,2580,7.3,Beginner,5.33
36,M,Bench Press,5,7,90.5,4,107.5,2820,7.7,Beginner,4.0
22,M,Squats,3,6,119.5,2,146.6,3247,6.6,Beginner,9.27
28,M,Deadlifts,2,12,129.2,4,104.1,2123,8.1,Beginner,8.88
27,F,Deadlifts,2,9,124.9,3,127.0,2343,8.9,Beginner,9.34
34,F,Squats,2,12,22.2,3,160.3,2523,7.4,Beginner,8.81
21,M,Squats,6,12,44.3,3,123.5,3075,7.6,Beginner,7.27
38,M,Deadlifts,4,9,105.1,3,161.1,2128,6.7,Beginner,5.52
35,M,Deadlifts,6,7,68.8,2,159.6,3158,8.7,Beginner,12.62
35,M,Bench Press,6,11,147.7,4,119.7,2656,8.9,Beginner,4.63
18,F,Deadlifts,6,11,106.5,3,158.3,3150,8.4,Beginner,8.97
31,M,Bench Press,4,10,144.4,4,159.8,2737,7.6,Beginner,6.58
25,F,Squats,6,7,46.2,2,131.8,2938,8.9,Beginner,10.48
19,M,Deadlifts,5,9,132.3,4,116.8,2070,6.5,Beginner,6.64
36,F,Bench Press,2,7,61.8,4,141.7,2272,7.4,Beginner,5.64
32,M,Deadlifts,2,9,148.6,3,173.7,3210,7.6,Beginner,8.06
19,F,Squats,3,12,40.5,3,151.2,3026,7.5,Beginner,11.03
21,F,Bench Press,5,10,87.1,2,113.8,3308,8.4,Beginner,9.91
18,F,Deadlifts,4,6,123.1,4,154.6,2021,8.0,Beginner,8.4
36,F,Squats,2,12,76.2,2,134.2,2165,6.4,Beginner,4.82
38,M,Squats,6,6,80.9,2,147.3,3333,7.0,Beginner,5.75
27,F,Deadlifts,3,7,148.2,2,158.7,2874,7.0,Beginner,9.18
18,M,Bench Press,3,9,75.3,3,141.2,3500,7.7,Beginner,6.91
