exercise_type,exercise_category,target_muscle_group,Difficulty,age,gender,sets,reps,weight,frequency,protein,calories,sleep,experience,muscle_size_increase_cm2
Full Range-Of-Motion Lat Pulldown,Strength,Lats,Beginner,,,,,,,,,,,
Kneeling lat pull-down,Strength,Lats,Intermediate,,,,,,,,,,,
Behind-the-neck pull-down,Strength,Lats,Intermediate,,,,,,,,,,,
Straight-arm cable pull-over,Strength,Lats,Intermediate,,,,,,,,,,,
Cable Straight-Arm Pulldown - Gethin Variation,Strength,Lats,Intermediate,,,,,,,,,,,
Rope Lat Pull-down - Gethin Variation,Strength,Lats,Intermediate,,,,,,,,,,,
Straight-Arm Pull-Down - Gethin Variation,Strength,Lats,Intermediate,,,,,,,,,,,
High-cable standing row,Strength,Lats,Intermediate,,,,,,,,,,,
Lat Pull-down - Gethin Variation,Strength,Lats,Intermediate,,,,,,,,,,,
Wide-Grip Lat Pull-Down - Gethin Variation,Strength,Lats,Intermediate,,,,,,,,,,,
Behind-The-Neck Pull-Down - Gethin Variation,Strength,Lats,Intermediate,,,,,,,,,,,
Single-Arm Cable Row - Gethin Variation,Strength,Lats,Intermediate,,,,,,,,,,,
Scapular Rows,Strength,Lats,Intermediate,,,,,,,,,,,
Standing V-Grip Cable Rows,Strength,Lats,Intermediate,,,,,,,,,,,
AM Close-Grip Pull-Down,Strength,Lats,Intermediate,,,,,,,,,,,
AM Wide-Grip Pull-Down,Strength,Lats,Intermediate,,,,,,,,,,,
UP Lat Pull-Down,Strength,Lats,Intermediate,,,,,,,,,,,
Reverse-grip lat pull-down,Strength,Lats,Intermediate,,,,,,,,,,,
Machine seated row,Strength,Lats,Beginner,,,,,,,,,,,
Machine-assisted pull-up,Strength,Lats,Beginner,,,,,,,,,,,
Single-arm pull-down,Strength,Lats,Intermediate,,,,,,,,,,,
Chest-Supported Smith Machine Row - Gethin Variation,Strength,Lats,Intermediate,,,,,,,,,,,
Single-arm machine high row,Strength,Lats,Intermediate,,,,,,,,,,,
Machine Pull-Over - Gethin Variation,Strength,Lats,Intermediate,,,,,,,,,,,
Seated Machine Row - Gethin Variation,Strength,Lats,Intermediate,,,,,,,,,,,
Wide-Grip Machine Row,Strength,Lats,Intermediate,,,,,,,,,,,
King Maker Lat Pull-Down,Strength,Lats,Intermediate,,,,,,,,,,,
Robertson Half-Kneeling Landmine Press,Strength,Lats,Intermediate,,,,,,,,,,,
Pullups,Strength,Lats,Intermediate,,,,,,,,,,,
Pull-up,Strength,Lats,Beginner,,,,,,,,,,,
Muscle Up,Strength,Lats,Intermediate,,,,,,,,,,,
Rope climb,Strength,Lats,Intermediate,,,,,,,,,,,
Wide-Grip Rear Pull-Up,Strength,Lats,Beginner,,,,,,,,,,,
Side To Side Chins,Strength,Lats,Intermediate,,,,,,,,,,,
Neutral-grip pull-up,Strength,Lats,Intermediate,,,,,,,,,,,
Kipping Muscle Up,Strength,Lats,Intermediate,,,,,,,,,,,
One Arm Against Wall,Stretching,Lats,Intermediate,,,,,,,,,,,
One Handed Hang,Stretching,Lats,Intermediate,,,,,,,,,,,
Standing side bend stretch,Stretching,Lats,Intermediate,,,,,,,,,,,
Burpee to pull-up,Plyometrics,Lats,Intermediate,,,,,,,,,,,
Negative pull-up,Strength,Lats,Intermediate,,,,,,,,,,,
Chin-Up,Strength,Lats,Intermediate,,,,,,,,,,,
HM Superman Lat Pull,Strength,Lats,Intermediate,,,,,,,,,,,
AM Pull-Up,Strength,Lats,Intermediate,,,,,,,,,,,
UP Chin-Up,Strength,Lats,Intermediate,,,,,,,,,,,
Holman Alternating Forward and Side Punch,Strength,Lats,Intermediate,,,,,,,,,,,
Jump to pull-up,Strength,Lats,Intermediate,,,,,,,,,,,
Bent-over scapular slide,Strength,Lats,Intermediate,,,,,,,,,,,
Iron cross stretch,Strength,Lats,Intermediate,,,,,,,,,,,
Total Fitness Standing Lat Stretch,Strength,Lats,Intermediate,,,,,,,,,,,
King Maker Pull-Up,Strength,Lats,Intermediate,,,,,,,,,,,
Medicine ball slam,Plyometrics,Lats,Intermediate,,,,,,,,,,,
Catch and Overhead Throw,Plyometrics,Lats,Beginner,,,,,,,,,,,
FYR2 Bent-Over Medicine Ball Slam,Strength,Lats,Intermediate,,,,,,,,,,,
Dynamic Back Stretch,Stretching,Lats,Beginner,,,,,,,,,,,
Chair Lower Back Stretch,Stretching,Lats,Beginner,,,,,,,,,,,
Side-Lying Floor Stretch,Stretching,Lats,Beginner,,,,,,,,,,,
Band good morning-,Strength,Lower Back,Intermediate,,,,,,,,,,,
FYR2 Monster Banded Good Morning,Strength,Lower Back,Intermediate,,,,,,,,,,,
Band deadlift,Strength,Lower Back,Intermediate,,,,,,,,,,,
Lower back SMR,Stretching,Lower Back,Intermediate,,,,,,,,,,,
Barbell deficit deadlift,Powerlifting,Lower Back,Beginner,,,,,,,,,,,
Deadlift with Bands,Powerlifting,Lower Back,Beginner,,,,,,,,,,,
Deadlift with Chains,Powerlifting,Lower Back,Beginner,,,,,,,,,,,
Rack Pull with Bands,Powerlifting,Lower Back,Beginner,,,,,,,,,,,
Rack pull,Powerlifting,Lower Back,Intermediate,,,,,,,,,,,
Seated Good Mornings,Powerlifting,Lower Back,Beginner,,,,,,,,,,,
Stiff Leg Barbell Good Morning,Strength,Lower Back,Beginner,,,,,,,,,,,
Reverse Band Deadlift,Powerlifting,Lower Back,Beginner,,,,,,,,,,,
Paul Carter Romanian Deadlift,Strength,Lower Back,Intermediate,,,,,,,,,,,
TBS Good Morning,Strength,Lower Back,Intermediate,,,,,,,,,,,
TBS Romanian Deadlift,Strength,Lower Back,Intermediate,,,,,,,,,,,
Barbell deadlift-,Strength,Lower Back,Intermediate,,,,,,,,,,,
Deadlift - Gethin Variation,Strength,Lower Back,Intermediate,,,,,,,,,,,
Barbell good morning,Strength,Lower Back,Intermediate,,,,,,,,,,,
UP Conventional Deadlift,Strength,Lower Back,Intermediate,,,,,,,,,,,
30 Day Back Barbell Rack Pull,Strength,Lower Back,Intermediate,,,,,,,,,,,
FYR Sumo Deadlift High Pull,Strength,Lower Back,Intermediate,,,,,,,,,,,
Kettlebell deadlift,Strength,Lower Back,Intermediate,,,,,,,,,,,
HM Kettlebell Swing,Strength,Lower Back,Intermediate,,,,,,,,,,,
KV Romanian Deadlift with Kettlebell,Strength,Lower Back,Intermediate,,,,,,,,,,,
FYR2 Kettlebell Good Morning,Strength,Lower Back,Intermediate,,,,,,,,,,,
FYR2 Kettlebell Romanian Deadlift,Strength,Lower Back,Intermediate,,,,,,,,,,,
FYR2 Kettlebell Staggered-Stance Deadlift,Strength,Lower Back,Intermediate,,,,,,,,,,,
Dumbbell Fix Dumbbell Deadlift,Strength,Lower Back,Intermediate,,,,,,,,,,,
Dumbbell skier,Strength,Lower Back,Intermediate,,,,,,,,,,,
TBS Dumbbell Romanian Deadlift,Strength,Lower Back,Intermediate,,,,,,,,,,,
Stiff-Legged Dumbbell Deadlift - Gethin Variation,Strength,Lower Back,Intermediate,,,,,,,,,,,
UNS Dumbbell Romanian Deadlift,Strength,Lower Back,Intermediate,,,,,,,,,,,
Holman Slow Deadlift,Strength,Lower Back,Intermediate,,,,,,,,,,,
Holman Deadlift to Overhead Press,Strength,Lower Back,Intermediate,,,,,,,,,,,
Holman Staggered-Stance Deadlift,Strength,Lower Back,Intermediate,,,,,,,,,,,
Holman Deadlift to Front Raise,Strength,Lower Back,Intermediate,,,,,,,,,,,
Holman Deadlift to Chest Press,Strength,Lower Back,Intermediate,,,,,,,,,,,
Holman Deadlift to Squat Thrust,Strength,Lower Back,Intermediate,,,,,,,,,,,
Holman Deadlift to Biceps Curl,Strength,Lower Back,Intermediate,,,,,,,,,,,
Dumbbell kickstand deadlift,Strength,Lower Back,Intermediate,,,,,,,,,,,
Single-leg stiff-legged deadlift to row,Strength,Lower Back,Intermediate,,,,,,,,,,,
FYR2 Dumbbell Deadlift,Strength,Lower Back,Intermediate,,,,,,,,,,,
FYR2 Dumbbell Deadlift to Dumbbell Upright Row,Strength,Lower Back,Intermediate,,,,,,,,,,,
Atlas Stones,Strongman,Lower Back,Intermediate,,,,,,,,,,,
Axle Deadlift,Strongman,Lower Back,Beginner,,,,,,,,,,,
Atlas Stone Trainer,Strongman,Lower Back,Beginner,,,,,,,,,,,
Partner Flat-Bench Back Extension,Strength,Lower Back,Beginner,,,,,,,,,,,
Keg Load,Strongman,Lower Back,Beginner,,,,,,,,,,,
Partner bench back extension,Strength,Lower Back,Beginner,,,,,,,,,,,
Rack Pull - Gethin Variation,Strength,Lower Back,Intermediate,,,,,,,,,,,
Hex Bar Deadlift - Gethin Variation,Strength,Lower Back,Intermediate,,,,,,,,,,,
Holman Deadlift,Strength,Lower Back,Intermediate,,,,,,,,,,,
ACFT Low-handle trap bar deadlift,Strength,Lower Back,Intermediate,,,,,,,,,,,
Neutral-grip lat pull-down,Strength,Lower Back,Intermediate,,,,,,,,,,,
Seated cable deadlift,Strength,Lower Back,Intermediate,,,,,,,,,,,
Cable stiff-legged deadlift,Strength,Lower Back,Intermediate,,,,,,,,,,,
Single-leg cable stiff-legged deadlift,Strength,Lower Back,Intermediate,,,,,,,,,,,
UNS Banded Dumbbell Romanian Deadlift,Strength,Lower Back,Intermediate,,,,,,,,,,,
Seated Back Extension,Strength,Lower Back,Beginner,,,,,,,,,,,
Back extension,Strength,Lower Back,Intermediate,,,,,,,,,,,
Hyperextensions With No Hyperextension Bench,Strength,Lower Back,Beginner,,,,,,,,,,,
Superman,Stretching,Lower Back,Intermediate,,,,,,,,,,,
Hug A Ball,Stretching,Lower Back,Intermediate,,,,,,,,,,,
Child's pose,Stretching,Lower Back,Intermediate,,,,,,,,,,,
Pelvic Tilt Into Bridge,Stretching,Lower Back,Intermediate,,,,,,,,,,,
Hug Knees To Chest,Stretching,Lower Back,Intermediate,,,,,,,,,,,
Pyramid,Stretching,Lower Back,Intermediate,,,,,,,,,,,
Partner Superman with alternating high-five,Strength,Lower Back,Beginner,,,,,,,,,,,
Yoga plex,Stretching,Lower Back,Intermediate,,,,,,,,,,,
TBS Back Extension,Strength,Lower Back,Intermediate,,,,,,,,,,,
Lower Back Stretch - Yates Variation,Strength,Lower Back,Intermediate,,,,,,,,,,,
Hyperextension - Gethin Variation,Strength,Lower Back,Intermediate,,,,,,,,,,,
Back Extension - Gethin Variation,Strength,Lower Back,Intermediate,,,,,,,,,,,
HM Banana Stretch,Strength,Lower Back,Intermediate,,,,,,,,,,,
HM T-Spine Stretch on Wall,Stretching,Lower Back,Intermediate,,,,,,,,,,,
HM Child's Pose,Strength,Lower Back,Intermediate,,,,,,,,,,,
HM Cobra,Strength,Lower Back,Intermediate,,,,,,,,,,,
HM Cobra With Arm Retraction,Strength,Lower Back,Intermediate,,,,,,,,,,,
HM Dive-Bomber,Strength,Lower Back,Intermediate,,,,,,,,,,,
HM Downward-Facing Dog Pose,Strength,Lower Back,Intermediate,,,,,,,,,,,
HM Downward Dog To Left Leg Extension To Warrior Pose,Strength,Lower Back,Intermediate,,,,,,,,,,,
HM Downward Dog To Right Leg Extension To Warrior Pose,Strength,Lower Back,Intermediate,,,,,,,,,,,
HM Spine Twist,Strength,Lower Back,Intermediate,,,,,,,,,,,
HM Good Morning,Strength,Lower Back,Intermediate,,,,,,,,,,,
HM Rag Doll,Strength,Lower Back,Intermediate,,,,,,,,,,,
HM Upward-Facing Dog Pose,Strength,Lower Back,Intermediate,,,,,,,,,,,
Superman-,Strength,Lower Back,Intermediate,,,,,,,,,,,
Weighted back extension,Strength,Lower Back,Intermediate,,,,,,,,,,,
MetaBurn Alternating Superman,Strength,Lower Back,Intermediate,,,,,,,,,,,
MetaBurn Swimmer,Strength,Lower Back,Intermediate,,,,,,,,,,,
Dancer's Stretch,Stretching,Lower Back,Beginner,,,,,,,,,,,
Cat Stretch,Stretching,Lower Back,Beginner,,,,,,,,,,,
Crossover Reverse Lunge,Stretching,Lower Back,Beginner,,,,,,,,,,,
Standing Pelvic Tilt,Stretching,Lower Back,Beginner,,,,,,,,,,,
Exercise ball weighted hyperextension,Strength,Lower Back,Beginner,,,,,,,,,,,
Exercise ball rear delt fly,Strength,Lower Back,Intermediate,,,,,,,,,,,
Lying rear delt Y,Strength,Lower Back,Intermediate,,,,,,,,,,,
Partner Facing Feet-Elevated Side Plank With Band Row,Strength,Middle Back,Beginner,,,,,,,,,,,
Partner side plank band row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Band-assisted chin-up,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Band-Assisted Pull-Up,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Reverse-Grip Band-Assisted Pull-Up,Strength,Middle Back,Intermediate,,,,,,,,,,,
Band bent-over row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Heavy band bent-over row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Reverse-grip bent-over row,Strength,Middle Back,Intermediate,,,,,,,,,,,
One-Arm Long Bar Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Bent Over Barbell Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Yates Row Reverse Grip,Strength,Middle Back,Beginner,,,,,,,,,,,
Pendlay Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Straight Bar Bench Mid Rows,Strength,Middle Back,Beginner,,,,,,,,,,,
Barbell seal row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Yates Row,Strength,Middle Back,Beginner,,,,,,,,,,,
Plate Row,Strength,Middle Back,Beginner,,,,,,,,,,,
Barbell Deadlift Bent Row Complex,Strength,Middle Back,Beginner,,,,,,,,,,,
Single-Arm Landmine Row,Strength,Middle Back,Beginner,,,,,,,,,,,
TBS T-Bar Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
TBS Deficit Deadlift,Strength,Middle Back,Intermediate,,,,,,,,,,,
Bent-Over Barbell Row - Gethin Variation,Strength,Middle Back,Intermediate,,,,,,,,,,,
Barbell bent-over row,Strength,Middle Back,Intermediate,,,,,,,,,,,
UN Barbell Rack Pull,Strength,Middle Back,Intermediate,,,,,,,,,,,
UN Barbell Scrape The Rack,Strength,Middle Back,Intermediate,,,,,,,,,,,
Barbell deadlift bent-over row complex,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Barbell Deadlift,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Bent-Over Barbell Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back T-Bar Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Underhand Bent-Over Barbell Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Kettlebell alternating renegade row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Alternating Kettlebell Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Two-Arm Kettlebell Row,Strength,Middle Back,Beginner,,,,,,,,,,,
Kettlebell bent-over row to clean,Strength,Middle Back,Intermediate,,,,,,,,,,,
UP Deficit Kettlebell Stiff-Legged Deadlift,Strength,Middle Back,Intermediate,,,,,,,,,,,
FYR2 Dagger-Grip Double-Kettlebell Gorilla Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
FYR2 Double-Kettlebell Swing Clean,Strength,Middle Back,Intermediate,,,,,,,,,,,
Single-arm kettlebell row-,Strength,Middle Back,Intermediate,,,,,,,,,,,
FYR2 Ascending-Rep Swing-Squat Complex,Strength,Middle Back,Intermediate,,,,,,,,,,,
One-Arm Dumbbell Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Incline dumbbell row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Bent Over Two-Dumbbell Row With Palms In,Strength,Middle Back,Beginner,,,,,,,,,,,
Man-maker,Strength,Middle Back,Intermediate,,,,,,,,,,,
Dumbbell bent-over row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Middle Back Shrug,Strength,Middle Back,Beginner,,,,,,,,,,,
Dumbbell pull-over to skullcrusher,Strength,Middle Back,Intermediate,,,,,,,,,,,
Dumbbell Fix Single-Arm Dumbbell Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Dumbbell Fix Bent-Over Dumbbell Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Dumbbell Seal Row - Gethin Variation,Strength,Middle Back,Intermediate,,,,,,,,,,,
Decline dumbbell chest fly,Strength,Middle Back,Intermediate,,,,,,,,,,,
TBS Bent-Over Dumbbell Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
HM Alternating Bent-Over Quick Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
HM Bent-Over Dumbbell Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
AM Single Arm Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Dumbbell stiff-legged deadlift,Strength,Middle Back,Intermediate,,,,,,,,,,,
Single-arm bench dumbbell row,Strength,Middle Back,Intermediate,,,,,,,,,,,
UN Bent-Over Dumbbell Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
UN Dumbbell RDL,Strength,Middle Back,Intermediate,,,,,,,,,,,
UN Chest Supported Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
MetaBurn Bent-Over Renegade Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Bent-Over Dumbbell Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Dumbbell Pull-Over,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Incline Dumbbell Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Single-Arm Dumbbell Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Single-Arm Dumbbell Swing Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
T-Bar Row with Handle,Strength,Middle Back,Intermediate,,,,,,,,,,,
T-Bar Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Alternating sit-through with crunch,Strength,Middle Back,Intermediate,,,,,,,,,,,
Seated Cable Rows,Strength,Middle Back,Intermediate,,,,,,,,,,,
Upside-down pull-up,Strength,Middle Back,Intermediate,,,,,,,,,,,
Smith machine inverted row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Lying T-Bar Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Suspended row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Inverted Row with Straps,Strength,Middle Back,Beginner,,,,,,,,,,,
One Arm Chin-Up,Strength,Middle Back,Beginner,,,,,,,,,,,
Sled Row,Strength,Middle Back,Beginner,,,,,,,,,,,
Paul Carter T-Bar Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Single-Arm Bent-Over Rear Delt Raise - Gethin Variation,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Plate Hyperextension,Strength,Middle Back,Intermediate,,,,,,,,,,,
Seated Cable Rows,Strength,Middle Back,Intermediate,,,,,,,,,,,
Single-arm cable seated row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Paul Carter Lat Pull-Down,Strength,Middle Back,Intermediate,,,,,,,,,,,
TBS Lat Pull-Down,Strength,Middle Back,Intermediate,,,,,,,,,,,
One-Arm Cable Read Delt Fly - Gethin Variation,Strength,Middle Back,Intermediate,,,,,,,,,,,
UP Seated Cable Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
UP Cable Straight-Arm Pull-Down,Strength,Middle Back,Intermediate,,,,,,,,,,,
UN Cable Pull-Through,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Close-Grip Seated Cable Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Incline Face-Up Cable Pull-Down,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Kneeling High Cable Pull-Down,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Leaning V-Bar Pull-Down,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Reverse-Grip Pull-Down,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Standing Low Cable Bar Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Standing Low Cable Rope Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Straight-Arm Bar Pull-Down,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Straight-Arm Rope Pull-Down,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Wide-Grip Behind-The-Head Pull-Down,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Wide-Grip Pull-Down,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 back Wide-Grip Seated Cable Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Rower,Cardio,Middle Back,Intermediate,,,,,,,,,,,
Seated Cable Rows,Strength,Middle Back,Intermediate,,,,,,,,,,,
Smith machine bent-over row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Leverage High Row,Strength,Middle Back,Beginner,,,,,,,,,,,
Machine Low Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
Standing lat pull-down,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Machine Seated Row,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Smith Machine Push-Up,Strength,Middle Back,Intermediate,,,,,,,,,,,
Mixed Grip Chin,Strength,Middle Back,Intermediate,,,,,,,,,,,
Rhomboids SMR,Stretching,Middle Back,Intermediate,,,,,,,,,,,
Spinal Stretch,Stretching,Middle Back,Intermediate,,,,,,,,,,,
Upper Back Stretch,Stretching,Middle Back,Intermediate,,,,,,,,,,,
Middle Back Stretch,Stretching,Middle Back,Intermediate,,,,,,,,,,,
TBS Pull-Up,Strength,Middle Back,Intermediate,,,,,,,,,,,
HM Angel Stretch,Strength,Middle Back,Intermediate,,,,,,,,,,,
UNS Foam Roll Upper Back,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Neutral-Grip Pull-Down,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Pull-Up,Strength,Middle Back,Intermediate,,,,,,,,,,,
30 Back Reverse-Grip Pull-Up,Strength,Middle Back,Intermediate,,,,,,,,,,,
ACFT Medicine ball overhead power throw,Strength,Middle Back,Intermediate,,,,,,,,,,,
Upright Row - With Bands,Strength,Traps,Beginner,,,,,,,,,,,
Band seated row,Strength,Traps,Intermediate,,,,,,,,,,,
Barbell shrug,Strength,Traps,Intermediate,,,,,,,,,,,
Barbell behind-the-back shrug,Strength,Traps,Intermediate,,,,,,,,,,,
Clean Shrug,Olympic Weightlifting,Traps,Beginner,,,,,,,,,,,
Snatch Shrug,Olympic Weightlifting,Traps,Beginner,,,,,,,,,,,
Single-arm inverted row,Strength,Traps,Intermediate,,,,,,,,,,,
Kettlebell sumo deadlift high pull,Strength,Traps,Intermediate,,,,,,,,,,,
Standing dumbbell shrug,Strength,Traps,Intermediate,,,,,,,,,,,
Standing dumbbell upright row,Strength,Traps,Intermediate,,,,,,,,,,,
Dumbbell pull-over,Strength,Traps,Intermediate,,,,,,,,,,,
Standing Dumbbell Shrug - Gethin Variation,Strength,Traps,Intermediate,,,,,,,,,,,
Single-arm dumbbell row,Strength,Traps,Intermediate,,,,,,,,,,,
Lying Face Down Plate Neck Resistance,Strength,Neck,Beginner,,,,,,,,,,,
Lying Face Up Plate Neck Resistance,Strength,Neck,Beginner,,,,,,,,,,,
Seated Head Harness Neck Resistance,Strength,Neck,Beginner,,,,,,,,,,,
Cable straight-bar upright row,Strength,Traps,Intermediate,,,,,,,,,,,
Cable shrug,Strength,Traps,Intermediate,,,,,,,,,,,
Smith machine shrug,Strength,Traps,Intermediate,,,,,,,,,,,
Leverage Shrug,Strength,Traps,Intermediate,,,,,,,,,,,
Calf-Machine Shoulder Shrug,Strength,Traps,Beginner,,,,,,,,,,,
Smith machine behind-the-back shrug,Strength,Traps,Intermediate,,,,,,,,,,,
Smith machine upright row,Strength,Traps,Intermediate,,,,,,,,,,,
Machine low row-,Strength,Traps,Intermediate,,,,,,,,,,,
Machine Shrug - Gethin Variation,Strength,Traps,Intermediate,,,,,,,,,,,
Smith machine single-arm shrug,Strength,Traps,Intermediate,,,,,,,,,,,
Isometric Neck Exercise - Sides,Strength,Neck,Beginner,,,,,,,,,,,
Isometric Neck Exercise - Front And Back,Strength,Neck,Beginner,,,,,,,,,,,
Neck Bridge Prone,Strength,Neck,Beginner,,,,,,,,,,,
Side Neck Stretch,Stretching,Neck,Intermediate,,,,,,,,,,,
Neck-SMR,Stretching,Neck,Intermediate,,,,,,,,,,,
Scapular Pull-Up,Strength,Traps,Beginner,,,,,,,,,,,
Single-leg depth squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Squats - With Bands,Strength,Quadriceps,Beginner,,,,,,,,,,,
Hip Flexion with Band,Strength,Quadriceps,Beginner,,,,,,,,,,,
Forward Band Walk,Strength,Quadriceps,Beginner,,,,,,,,,,,
Boss Everline Resistance-Band Pull Sprint,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Banded jump squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Speed Box Squat,Powerlifting,Quadriceps,Intermediate,,,,,,,,,,,
HM Banded Squat Toe Tap,Strength,Quadriceps,Intermediate,,,,,,,,,,,
UP Band Abducted Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
FYR2 Lateral Band Walk,Strength,Quadriceps,Intermediate,,,,,,,,,,,
FYR2 Banded Squat Hold-Pulse-Jump Complex,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Band split squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Band front squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Squat hold with band pull-apart,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Banded squat toe tap,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Band overhead squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Quadriceps SMR,Stretching,Quadriceps,Intermediate,,,,,,,,,,,
Clean from Blocks,Olympic Weightlifting,Quadriceps,Beginner,,,,,,,,,,,
Barbell Full Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Barbell back squat to box,Powerlifting,Quadriceps,Intermediate,,,,,,,,,,,
Push-press,Olympic Weightlifting,Quadriceps,Intermediate,,,,,,,,,,,
Power snatch-,Olympic Weightlifting,Quadriceps,Expert,,,,,,,,,,,
Hang Clean,Olympic Weightlifting,Quadriceps,Beginner,,,,,,,,,,,
Barbell walking lunge,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Olympic Squat,Olympic Weightlifting,Quadriceps,Beginner,,,,,,,,,,,
Narrow-stance squat,Strength,Quadriceps,Expert,,,,,,,,,,,
Box Squat with Bands,Powerlifting,Quadriceps,Beginner,,,,,,,,,,,
Weighted Jump Squat,Strength,Quadriceps,Beginner,,,,,,,,,,,
Squat with Chains,Powerlifting,Quadriceps,Beginner,,,,,,,,,,,
Barbell Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Barbell front squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Barbell forward lunge,Strength,Quadriceps,Expert,,,,,,,,,,,
Smith machine box squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Barbell step-up,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Barbell Bulgarian split squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Hang Clean - Below the Knees,Olympic Weightlifting,Quadriceps,Beginner,,,,,,,,,,,
Barbell hack squat,Strength,Quadriceps,Expert,,,,,,,,,,,
Hack Squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Barbell thruster,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Split Jerk,Olympic Weightlifting,Quadriceps,Beginner,,,,,,,,,,,
Push-jerk,Olympic Weightlifting,Quadriceps,Intermediate,,,,,,,,,,,
Barbell back squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
Zercher squat,Strength,Quadriceps,Intermediate,,,,,,,,,,,
